vacant;similarity ratio inicial;mean dissatisfaction inicial;mean interratial pears inicial A;mean interratial pears inicial B;mean interratial pears inicial        ;similarity ratio final;mean dissatisfaction final;mean interratial pears final A;mean interratial pears final B;mean interratial pears final;number of iterations
0.01;0.5095398428731762;0.35353535353535354;0.4893737602720317;0.48965126169549195;0.9790250219675236;0.5207631874298541;0.32323232323232326;0.4770720592423811;0.4762581745806085;0.9533302338229896;13
0.01;0.500561167227834;0.3793490460157127;0.4990070921985816;0.49815916171056357;0.9971662539091452;0.5207631874298541;0.3265993265993266;0.47668393782383417;0.4755887421022401;0.9522726799260743;21
0.01;0.49719416386083054;0.36924803591470257;0.5039772727272728;0.5016968325791855;1.0056741053064582;0.5297418630751964;0.2951739618406285;0.46774193548387094;0.46586345381526106;0.9336053892991321;37
0.01;0.4994388327721661;0.35802469135802467;0.4995749504108813;0.4995749504108813;0.9991499008217626;0.5095398428731762;0.34118967452300786;0.4975312227708394;0.4802354920100925;0.9777667147809319;15
0.01;0.48484848484848486;0.409652076318743;0.5144639818491208;0.5138810198300283;1.028345001679149;0.5375982042648709;0.2884399551066218;0.4592571264036856;0.4579385587137525;0.9171956851174381;62
0.01;0.5050505050505051;0.3681257014590348;0.4950354609929078;0.4941942792410082;0.9892297402339161;0.569023569023569;0.244668911335578;0.42667052357535434;0.42421627840092035;0.8508868019762748;60
0.01;0.5028058361391695;0.35129068462401797;0.4980102330869812;0.4951950254381006;0.9932052585250819;0.5263748597081931;0.30190796857463525;0.4701492537313433;0.46934097421203436;0.9394902279433777;23
0.01;0.4904601571268238;0.39281705948372614;0.5096371882086168;0.5093484419263457;1.0189856301349625;0.4994388327721661;0.3658810325476992;0.5059368664929047;0.4900420757363254;0.9959789422292301;16
0.01;0.49270482603815935;0.38496071829405165;0.5073779795686719;0.5059422750424448;1.0133202546111169;0.5039281705948373;0.35802469135802467;0.5063403125921557;0.47947500698129014;0.9858153195734458;23
0.01;0.49270482603815935;0.3950617283950617;0.5075177304964539;0.5066553384310394;1.0141730689274933;0.5028058361391695;0.3658810325476992;0.509478672985782;0.479108635097493;0.988587308083275;24
