similarity ratio;mean dissatisfaction
0.7469742063492064;0.12583333333333332
0.7261855158730158;0.13805555555555554
0.7453968253968254;0.12805555555555556
0.735907738095238;0.13083333333333333
0.7395436507936509;0.13194444444444445
0.7427033730158731;0.13694444444444445
0.7348015873015873;0.14166666666666666
0.7197172619047619;0.1436111111111111
0.742202380952381;0.13305555555555557
0.7361656746031746;0.14083333333333334
0.751780753968254;0.125
0.7462450396825397;0.12944444444444445
0.7413839285714287;0.13722222222222222
0.7364533730158731;0.13555555555555557
0.7334474206349206;0.13194444444444445
0.7225;0.14555555555555555
0.7449801587301588;0.13305555555555557
0.747529761904762;0.13027777777777777
0.7288888888888889;0.1413888888888889
0.7330555555555556;0.14055555555555554
0.7459027777777778;0.1288888888888889
0.7465178571428571;0.1375
0.7551884920634921;0.1275
0.7341319444444444;0.1388888888888889
0.718764880952381;0.14972222222222223
0.7268551587301587;0.14472222222222222
0.7303323412698413;0.14833333333333334
0.7122271825396824;0.14527777777777778
0.7658382936507936;0.11833333333333333
0.7346527777777778;0.1411111111111111
0.7208531746031746;0.14583333333333334
0.7371378968253968;0.135
0.7481994047619047;0.13333333333333333
0.7427232142857143;0.13694444444444445
0.748407738095238;0.13444444444444445
0.7432490079365079;0.13666666666666666
0.752157738095238;0.12333333333333334
0.738735119047619;0.13694444444444445
0.7669394841269842;0.11472222222222223
0.7364384920634921;0.13722222222222222
0.7606944444444445;0.12444444444444444
0.755342261904762;0.1275
0.7489384920634921;0.13111111111111112
0.7286607142857143;0.13583333333333333
0.7271031746031745;0.1461111111111111
0.7413343253968254;0.1297222222222222
0.7491617063492064;0.12611111111111112
0.7463690476190477;0.11666666666666667
0.7300198412698412;0.14305555555555555
0.7519444444444444;0.12361111111111112
0.7168154761904761;0.14777777777777779
0.7373958333333334;0.13555555555555557
0.7330654761904761;0.14194444444444446
0.720654761904762;0.1475
0.7401636904761905;0.13666666666666666
0.7573313492063491;0.12277777777777778
0.7351289682539682;0.13972222222222222
0.7531597222222223;0.1272222222222222
0.709141865079365;0.15583333333333332
0.751641865079365;0.12777777777777777
0.7372321428571429;0.14083333333333334
0.7433382936507936;0.13055555555555556
0.7409920634920635;0.13027777777777777
0.7264285714285713;0.13722222222222222
0.7358432539682539;0.13777777777777778
0.7678769841269842;0.11416666666666667
0.7495982142857143;0.12861111111111112
0.7202628968253968;0.1475
0.7460813492063493;0.1275
0.7410218253968255;0.1322222222222222
0.7312251984126984;0.13833333333333334
0.7585565476190477;0.1238888888888889
0.7246081349206349;0.13666666666666666
0.7258829365079366;0.14333333333333334
0.7487896825396826;0.13083333333333333
0.7425843253968254;0.13277777777777777
0.7636805555555556;0.1238888888888889
0.7498561507936509;0.1275
0.740282738095238;0.13777777777777778
0.7353670634920635;0.13694444444444445
0.7216220238095238;0.14055555555555554
0.7519196428571429;0.12694444444444444
0.7377132936507936;0.13305555555555557
0.7491418650793651;0.12333333333333334
0.74375;0.12555555555555556
0.7309573412698412;0.1361111111111111
0.7441815476190476;0.13083333333333333
0.740327380952381;0.13333333333333333
0.7563045634920634;0.1225
0.7426140873015873;0.13361111111111112
0.7560664682539683;0.1238888888888889
0.7550446428571428;0.1297222222222222
0.7659623015873016;0.12083333333333333
0.7108134920634921;0.15444444444444444
0.7495188492063491;0.12805555555555556
0.7412103174603175;0.13361111111111112
0.7273511904761905;0.14222222222222222
0.7350744047619047;0.13805555555555554
0.7266865079365079;0.1413888888888889
0.7501289682539682;0.1338888888888889
