vacant;similarity ratio inicial;mean dissatisfaction inicial;mean interratial pears inicial A;mean interratial pears inicial B;mean interratial pears inicial        ;similarity ratio final;mean dissatisfaction final;mean interratial pears final A;mean interratial pears final B;mean interratial pears final;number of iterations
0.01;0.5039281705948373;0.621773288439955;0.49504108812694814;0.4953218032322087;0.9903628913591569;0.510662177328844;0.5982042648709316;0.4897260273972603;0.48501978518937255;0.9747458125866328;12
0.01;0.4882154882154882;0.6812570145903479;0.51179312304632;0.509188577890868;1.020981700937188;0.4882154882154882;0.6711560044893379;0.5148911798396334;0.5056242969628797;1.020515476802513;6
0.01;0.489337822671156;0.6778900112233446;0.5100766392279308;0.5086328898952731;1.0187095291232038;0.4983164983164983;0.6509539842873177;0.5021434695627323;0.4981570740005671;1.0003005435632994;14
0.01;0.49719416386083054;0.6711560044893379;0.5029787234042553;0.5021240441801189;1.0051027675843742;0.4994388327721661;0.654320987654321;0.5020011435105775;0.4957651044607566;0.9977662479713341;8
0.01;0.4983164983164983;0.6419753086419753;0.5011325028312571;0.5019852524106636;1.0031177552419206;0.5050505050505051;0.6206509539842873;0.49401709401709404;0.4928936895963616;0.9869107836134556;13
0.01;0.49270482603815935;0.6745230078563412;0.5078058472892422;0.5063685253325786;1.0141743726218206;0.49719416386083054;0.6621773288439955;0.5034129692832765;0.4997176736307171;1.0031306429139937;9
0.01;0.5039281705948373;0.6150392817059483;0.4958841896111269;0.4944806113784319;0.9903648009895588;0.5117845117845118;0.590347923681257;0.4923653125900317;0.48046106269328087;0.9728263752833126;19
0.01;0.49270482603815935;0.6778900112233446;0.5070821529745042;0.5076574021554169;1.0147395551299212;0.49382716049382713;0.6531986531986532;0.5035785857429144;0.5018544935805992;1.0054330793235136;10
0.01;0.49719416386083054;0.6487093153759821;0.5029787234042553;0.5018397962071893;1.0048185196114447;0.4983164983164983;0.6363636363636364;0.5067625899280576;0.4934155225553376;1.000178112483395;11
0.01;0.5084175084175084;0.6386083052749719;0.4919103037184218;0.4905179733937164;0.9824282771121382;0.5173961840628507;0.6127946127946128;0.4820717131474104;0.4801587301587302;0.9622304433061406;13
