empty;time opimaized;time no optimized
0.01;0.09599900245666504;8.963199138641357
0.010476157527896646;6.907307386398315;9.951616048812866
0.010974987654930561;6.822193145751953;7.4628682136535645
0.011497569953977356;5.9158477783203125;6.709272861480713
0.012045035402587823;5.872547626495361;6.742398977279663
0.012618568830660204;0.09020018577575684;6.8757688999176025
0.013219411484660288;5.832411289215088;0.28326869010925293
0.013848863713938732;0.10656452178955078;6.9591264724731445
0.014508287784959394;0.09021854400634766;7.132265090942383
0.01519911082952934;0.09862732887268066;7.067085266113281
0.015922827933410922;5.799204349517822;7.2156054973602295
0.016681005372000592;5.816115856170654;7.309005975723267
0.01747528400007684;0.0900576114654541;7.3322741985321045
0.01830738280295368;0.08943009376525879;0.29384517669677734
0.019179102616724886;0.08541274070739746;7.623676538467407
0.02009233002565047;0.08334779739379883;7.775772571563721
0.02104904144512021;0.08799958229064941;7.744136571884155
0.022051307399030457;0.08364677429199219;0.38959407806396484
0.023101297000831605;0.0834963321685791;7.958843946456909
0.02420128264794382;0.08266329765319824;8.139524936676025
0.025353644939701114;0.08348989486694336;0.4431953430175781
0.026560877829466867;0.09298157691955566;8.412461280822754
0.027825594022071243;0.08181095123291016;8.727753639221191
0.02915053062825177;0.08799886703491211;8.893593311309814
0.030538555088334154;0.08256268501281738;9.156204223632812
0.03199267137797385;0.08425045013427734;9.091285467147827
0.033516026509388425;0.09046530723571777;9.348240852355957
0.03511191734215131;5.815895318984985;9.542229413986206
0.03678379771828634;0.08999919891357422;9.831921100616455
0.03853528593710529;0.08953189849853516;9.952571153640747
0.040370172585965536;0.09060430526733398;10.181321144104004
0.04229242874389499;0.08172941207885742;10.540253400802612
0.044306214575838825;0.08974671363830566;10.592196941375732
0.046415888336127795;0.09345483779907227;10.838472843170166
0.04862601580065353;0.08197569847106934;11.166632652282715
0.0509413801481638;0.08548665046691895;0.2544898986816406
0.0533669923120631;0.07348060607910156;0.3354647159576416
0.05590810182512223;0.08608150482177734;0.7213737964630127
0.05857020818056667;0.08348321914672852;12.621580362319946
0.061359072734131756;0.08687996864318848;0.24636268615722656
0.06428073117284322;0.0834801197052002;12.959508419036865
0.06734150657750822;0.08417606353759766;13.291787147521973
0.07054802310718646;0.0867624282836914;13.724209308624268
0.07390722033525779;0.07866024971008301;14.194527626037598
0.0774263682681127;0.09173798561096191;0.4878420829772949
0.08111308307896872;0.08015871047973633;0.4822835922241211
0.08497534359086446;0.07822084426879883;15.498841524124146
0.08902150854450389;0.08584022521972656;0.6101112365722656
0.093260334688322;0.08415389060974121;0.4357297420501709
0.09770099572992257;0.08001899719238281;0.44330430030822754
0.10235310218990264;0.07854461669921875;0.49959516525268555
0.10722672220103237;0.0834813117980957;18.066659927368164
0.11233240329780277;0.08678030967712402;18.730608463287354
0.11768119524349985;0.0787813663482666;0.47353029251098633
0.12328467394420665;0.07828307151794434;1.1192207336425781
0.1291549665014884;0.07492256164550781;0.33156538009643555
0.13530477745798075;0.08724737167358398;0.7602715492248535
0.14174741629268056;0.08063602447509766;22.2568256855011
0.1484968262254465;0.08735227584838867;0.41922855377197266
0.15556761439304723;0.06885862350463867;0.5613818168640137
0.16297508346206444;0.07798314094543457;0.2707545757293701
0.17073526474706913;0.06929326057434082;1.2491958141326904
0.1788649529057435;0.0755620002746582;0.5646820068359375
0.1873817422860385;0.06686997413635254;27.76596760749817
0.19630406500402714;0.07700419425964355;0.4144413471221924
0.20565123083486514;0.0648190975189209;0.3379933834075928
0.21544346900318845;0.07155871391296387;31.185762882232666
0.22570197196339203;0.06955957412719727;0.7602825164794922
0.23644894126454083;0.06767678260803223;0.49320292472839355
0.24770763559917114;0.06634855270385742;35.37152814865112
0.25950242113997374;0.06923556327819824;0.6333427429199219
0.27185882427329416;0.05234479904174805;38.095054149627686
0.2848035868435802;0.06218671798706055;0.5906407833099365
0.298364724028334;0.0657038688659668;0.6822352409362793
0.3125715849688237;0.06263518333435059;0.5089058876037598
0.327454916287773;0.05994105339050293;0.4872419834136963
0.34304692863149194;0.04646778106689453;47.49561142921448
0.35938136638046275;0.05382657051086426;0.8167333602905273
0.37649358067924693;0.05811810493469238;0.3447911739349365
0.3944206059437656;6.185834884643555;0.38826608657836914
0.41320124001153385;0.04609179496765137;0.2575967311859131
0.43287612810830595;0.05831623077392578;0.3342914581298828
0.4534878508128584;0.048683881759643555;0.16446709632873535
0.4750810162102798;0.04181981086730957;0.16849112510681152
0.49770235643321115;0.04255843162536621;0.12373805046081543
0.5214008287999687;0.047014474868774414;0.09980082511901855
0.5462277217684343;0.04246854782104492;0.13150572776794434
0.572236765935022;0.03802132606506348;0.0870199203491211
0.5994842503189411;0.029525041580200195;0.1033327579498291
0.6280291441834256;0.020541667938232422;0.10297703742980957
0.6579332246575682;0.017863988876342773;0.0426480770111084
0.6892612104349699;0.018480777740478516;0.05034160614013672
0.7220809018385468;0.024588346481323242;0.06399846076965332
0.7564633275546291;0.016000747680664062;0.048551082611083984
0.7924828983539177;0.00816202163696289;0.026277780532836914
0.8302175681319748;0.008144140243530273;0.010217905044555664
0.8697490026177834;0.00803375244140625;0.016175031661987305
0.9111627561154896;0.0033745765686035156;0.0
0.9545484566618342;0.008160591125488281;0.0
