vacant;similarity ratio inicial;mean dissatisfaction inicial;mean interratial pears inicial A;mean interratial pears inicial B;mean interratial pears inicial        ;similarity ratio final;mean dissatisfaction final;mean interratial pears final A;mean interratial pears final B;mean interratial pears final;number of iterations
0.01;0.4904601571268238;0.3793490460157127;0.5086328898952731;0.5097872340425532;1.0184201239378263;0.531986531986532;0.29180695847362514;0.4636968469771478;0.4626262626262626;0.9263231096034104;42
0.01;0.49382716049382713;0.3546576879910213;0.5053824362606232;0.5056689342403629;1.011051370500986;0.5286195286195287;0.28058361391694725;0.48444976076555024;0.4510022271714922;0.9354519879370424;49
0.01;0.48597081930415265;0.37485970819304154;0.5139125496876774;0.5121675155631012;1.0260800652507787;0.5331088664421998;0.29068462401795736;0.4834636199639206;0.44518272425249167;0.9286463442164123;55
0.01;0.494949494949495;0.3569023569023569;0.503968253968254;0.503968253968254;1.007936507936508;0.5185185185185185;0.31425364758698093;0.47808535178777395;0.4761631246410109;0.9542484764287849;22
0.01;0.49158249158249157;0.36475869809203143;0.5075092094077642;0.5077969946129856;1.01530620402075;0.5230078563411896;0.2996632996632997;0.4984746796827334;0.4491478834524464;0.9476225631351798;47
0.01;0.48597081930415265;0.3771043771043771;0.51258128357365;0.5152031827223643;1.0277844662960143;0.5521885521885522;0.25925925925925924;0.44399538106235564;0.44297235023041476;0.8869677312927704;67
0.01;0.500561167227834;0.3546576879910213;0.4990070921985816;0.49815916171056357;0.9971662539091452;0.5218855218855218;0.3041526374859708;0.4755426917510854;0.47199080723929904;0.9475334989903844;26
0.01;0.510662177328844;0.34231200897867564;0.4886621315192744;0.4886621315192744;0.9773242630385488;0.5858585858585859;0.2143658810325477;0.41087962962962965;0.4082806210465785;0.8191602506762081;70
0.01;0.5151515151515151;0.3176206509539843;0.48467650397275824;0.4833050367855122;0.9679815407582704;0.5364758698092031;0.2615039281705948;0.47734773477347736;0.4423130386433139;0.9196607734167912;34
0.01;0.49719416386083054;0.3613916947250281;0.5029787234042553;0.5021240441801189;1.0051027675843742;0.5667789001122334;0.24130190796857465;0.4547677261613692;0.4067796610169492;0.8615473871783184;80
0.01;0.5050505050505051;0.3468013468013468;0.496304718590108;0.49349915206331263;0.9898038706534207;0.5768799102132436;0.2334455667789001;0.44082750228171586;0.39796759132106563;0.8387950936027815;90
0.01;0.5016835016835017;0.35914702581369246;0.4991482112436116;0.4971719457013575;0.9963201569449691;0.5196408529741863;0.3108866442199775;0.49210134128166916;0.4613020396758871;0.9534033809575563;29
0.01;0.5016835016835017;0.3546576879910213;0.49843794376597556;0.49646393210749645;0.994901875873472;0.5117845117845118;0.3277216610549944;0.4989549119140042;0.46819837489492855;0.9671532868089328;22
0.01;0.5129068462401796;0.3176206509539843;0.4856981025205324;0.48652482269503544;0.9722229252155679;0.5869809203142536;0.21212121212121213;0.40992167101827676;0.4073219948111848;0.8172436658294615;61
0.01;0.510662177328844;0.33108866442199775;0.4895065229722065;0.4889518413597734;0.9784583643319799;0.55331088664422;0.24915824915824916;0.4424418604651163;0.43963027151935297;0.8820721319844693;47
0.01;0.5072951739618407;0.3389450056116723;0.4931895573212259;0.4920724801812005;0.9852620375024264;0.5263748597081931;0.2884399551066218;0.48975903614457833;0.450415512465374;0.9401745486099523;30
0.01;0.5016835016835017;0.3400673400673401;0.4987226795344877;0.4973110670818002;0.9960337466162879;0.5432098765432098;0.2716049382716049;0.46869409660107336;0.4371523915461624;0.9058464881472358;61
0.01;0.49270482603815935;0.35914702581369246;0.5060889266496743;0.5066628863056422;1.0127518129553166;0.5162738496071829;0.31874298540965207;0.4962697702178454;0.46361862280457206;0.9598883930224175;35
0.01;0.5028058361391695;0.3367003367003367;0.4965986394557823;0.4965986394557823;0.9931972789115646;0.5432098765432098;0.2648709315375982;0.4515380150899594;0.45023148148148145;0.9017694965714409;34
0.01;0.49382716049382713;0.35353535353535354;0.5049617238446271;0.504675545480306;1.0096372693249331;0.5510662177328844;0.25813692480359146;0.4439617723718506;0.44165946413137425;0.8856212365032248;64
