vacant;similarity ratio inicial;mean dissatisfaction inicial;mean interratial pears inicial A;mean interratial pears inicial B;mean interratial pears inicial        ;similarity ratio final;mean dissatisfaction final;mean interratial pears final A;mean interratial pears final B;mean interratial pears final;number of iterations
0.01;0.500561167227834;0.3468013468013468;0.4987241281542387;0.498441484839898;0.9971656129941366;0.500561167227834;0.3468013468013468;0.4987241281542387;0.498441484839898;0.9971656129941366;1
0.01;0.5016835016835017;0.3490460157126824;0.49971574758385445;0.4968908988128886;0.9966066463967431;0.5084175084175084;0.3367003367003367;0.493576934056523;0.48883234379417584;0.9824092778506988;7
0.01;0.49158249158249157;0.36251402918069586;0.5085130533484676;0.507361268403171;1.0158743217516386;0.49270482603815935;0.35802469135802467;0.50723814930457;0.5058024341919048;1.0130405834964749;3
0.01;0.5207631874298541;0.32098765432098764;0.4791961505802434;0.4805563440249787;0.959752494605222;0.5286195286195287;0.2951739618406285;0.4696321642429427;0.46829684390105203;0.9379290081439947;8
0.01;0.5151515151515151;0.3265993265993266;0.4839807201587752;0.4837064324171153;0.9676871525758906;0.5196408529741863;0.3153759820426487;0.47973930291867384;0.4800113410830734;0.9597506440017473;5
0.01;0.4904601571268238;0.3681257014590348;0.5090805902383655;0.5079275198187996;1.017008110057165;0.49382716049382713;0.35241301907968575;0.5063974978675007;0.5032495055100311;1.0096470033775318;7
0.01;0.5039281705948373;0.32996632996632996;0.49701619778346123;0.4944868532654792;0.9915030510489404;0.5061728395061729;0.32098765432098764;0.4927495024168325;0.4919103037184218;0.9846598061352543;5
0.01;0.49607182940516276;0.345679012345679;0.5039727582292849;0.5028312570781427;1.0068040153074276;0.5072951739618407;0.3164983164983165;0.4944237918215613;0.4880045159469376;0.982428307768499;14
0.01;0.489337822671156;0.35129068462401797;0.5115154961615013;0.5083356880474711;1.0198511842089724;0.4904601571268238;0.3468013468013468;0.5097983527406986;0.5077793493635078;1.0175777021042065;3
0.01;0.5028058361391695;0.3344556677890011;0.4965947786606129;0.49546998867497166;0.9920647673355846;0.5084175084175084;0.3075196408529742;0.4907010014306152;0.4879089615931721;0.9786099630237872;8
0.01;0.49719416386083054;0.3681257014590348;0.501131221719457;0.5031232254400908;1.0042544471595478;0.5095398428731762;0.3434343434343434;0.49043130534133106;0.4873687198410446;0.9778000251823756;10
0.01;0.5129068462401796;0.32996632996632996;0.4869466515323496;0.48584371460928655;0.9727903661416362;0.5173961840628507;0.3176206509539843;0.48350398179749715;0.480225988700565;0.9637299704980622;6
0.01;0.5263748597081931;0.30303030303030304;0.47290780141843974;0.471836965751486;0.9447447671699257;0.5353535353535354;0.28170594837261503;0.4639818491208168;0.4634560906515581;0.9274379397723749;10
0.01;0.48597081930415265;0.37485970819304154;0.5140505251206359;0.5125955278799886;1.0266460530006245;0.489337822671156;0.35802469135802467;0.5118334759053322;0.5077793493635078;1.01961282526884;6
0.01;0.489337822671156;0.367003367003367;0.5102156640181612;0.5090600226500567;1.0192756866682178;0.4904601571268238;0.36363636363636365;0.5093590470788428;0.5087818696883852;1.0181409167672282;2
0.01;0.5016835016835017;0.35353535353535354;0.4991482112436116;0.4968908988128886;0.9960391100565003;0.5162738496071829;0.3063973063973064;0.48257296684613205;0.4828466118514318;0.9654195786975639;17
0.01;0.5016835016835017;0.3602693602693603;0.4991482112436116;0.49745331069609505;0.9966015219397066;0.5072951739618407;0.345679012345679;0.49514008004574045;0.48898927159796723;0.9841293516437077;9
0.01;0.49607182940516276;0.3546576879910213;0.5038319613965371;0.502405887347863;1.0062378487444001;0.500561167227834;0.34118967452300786;0.501283880171184;0.49479019994367784;0.9960740801148618;8
0.01;0.4994388327721661;0.35914702581369246;0.501562944018187;0.49872845436564;1.000291398383827;0.4994388327721661;0.3546576879910213;0.5038670867946147;0.49563257255564946;0.9994996593502641;5
0.01;0.5039281705948373;0.33557800224466894;0.4951841359773371;0.49574588769143507;0.9909300236687721;0.5084175084175084;0.3153759820426487;0.4920091324200913;0.48728094968908986;0.9792900821091812;9
0.01;0.48709315375982043;0.372615039281706;0.5127623369256948;0.5121813031161473;1.0249436400418421;0.49607182940516276;0.35129068462401797;0.503968253968254;0.503968253968254;1.007936507936508;12
0.01;0.5016835016835017;0.35353535353535354;0.49787475205440634;0.4981570740005671;0.9960318260549734;0.5061728395061729;0.3344556677890011;0.4955878166808995;0.491114245416079;0.9867020620969785;8
0.01;0.494949494949495;0.36363636363636365;0.5056753688989785;0.5045300113250283;1.0102053802240067;0.49719416386083054;0.35802469135802467;0.5032642634118649;0.5018397962071893;1.0051040596190544;3
0.01;0.5151515151515151;0.34118967452300786;0.4856493321966468;0.4831778343228725;0.9688271665195193;0.5196408529741863;0.3254769921436588;0.47923231165855057;0.4754191531685138;0.9546514648270643;7
0.01;0.500561167227834;0.3557800224466891;0.4985819625638117;0.4980169971671388;0.9965989597309506;0.5061728395061729;0.3367003367003367;0.49528436696198913;0.489409771251059;0.9846941382130481;9
0.01;0.5117845117845118;0.3445566778900112;0.4873830450808052;0.4868309260832625;0.9742139711640677;0.5140291806958474;0.33108866442199775;0.4875749785775493;0.4823396439672224;0.9699146225447717;6
0.01;0.5028058361391695;0.32996632996632996;0.4967412864834231;0.4970229656932237;0.9937642521766468;0.5039281705948373;0.32435465768799104;0.4958606908364259;0.4933257597273502;0.9891864505637762;3
0.01;0.49719416386083054;0.345679012345679;0.5029821073558648;0.500990099009901;1.003972206365766;0.5028058361391695;0.3333333333333333;0.4980102330869812;0.4951950254381006;0.9932052585250819;7
0.01;0.5072951739618407;0.36475869809203143;0.4936133976724383;0.49221624681573733;0.9858296444881756;0.5084175084175084;0.35353535353535354;0.49316628701594534;0.4887133182844244;0.9818796053003698;5
0.01;0.4994388327721661;0.35914702581369246;0.49971639251276234;0.4988674971687429;0.9985838896815052;0.5016835016835017;0.3546576879910213;0.4982973893303065;0.4971687429218573;0.9954661322521638;4
0.01;0.49382716049382713;0.3658810325476992;0.5066628863056422;0.506375743836781;1.013038630142423;0.49382716049382713;0.3613916947250281;0.5062429057888763;0.5050962627406569;1.0113391685295332;2
0.01;0.49719416386083054;0.36251402918069586;0.5025524673851389;0.5014148273910582;1.003967294776197;0.5039281705948373;0.33108866442199775;0.4958559588453844;0.4919194783101786;0.987775437155563;11
0.01;0.49607182940516276;0.345679012345679;0.5034013605442177;0.5031161473087818;1.0065175078529995;0.4983164983164983;0.34231200897867564;0.5017006802721088;0.5014164305949008;1.0031171108670096;3
0.01;0.49158249158249157;0.36924803591470257;0.5092303322919625;0.5072135785007073;1.0164439107926697;0.49270482603815935;0.3557800224466891;0.5101923629055412;0.5018356396498165;1.0120280025553576;5
