vacant;similarity ratio inicial;mean dissatisfaction inicial;mean interratial pears inicial;similarity ratio final;mean dissatisfaction final;mean interratial pears final;number of iterations
0.001;0.4956363442606913;0.3752;0.7471;0.6190744165604701;0.0004;0.5476;30000
0.001;0.5063363308857081;0.3572;0.7526;0.6936453435059697;0.0;0.6332;565
0.001;0.5004077669086578;0.3656;0.7498;0.7278767574478575;0.0;0.6799;579
0.001;0.507929186190557;0.3512;0.7534;0.7218339070983378;0.0;0.6771;580
0.001;0.49755777054258177;0.3568;0.7482;0.7217539051849436;0.0;0.6758;578
0.001;0.5001434814737087;0.364;0.7495;0.7276248560680586;0.0;0.6817;581
0.001;0.5142220353347;0.3384;0.7566;0.6571720238152982;0.0;0.597;569
0.001;0.48875063870455787;0.3716;0.7438;0.7249686622071388;0.0;0.6768;588
0.001;0.503829191172694;0.356;0.7513;0.7097053450942973;0.0;0.6624;563
0.001;0.5026006211777944;0.3568;0.7507;0.6676777327342326;0.0;0.6127;549


0.006022346368715084;0.49182920324410234;0.3724;0.7411;0.7346167758400651;0.0;0.6982;702
0.006022346368715084;0.5017101431661702;0.3632;0.746;0.7081029748205069;0.0;0.6699;613
0.006022346368715084;0.49632205506681265;0.3684;0.7437;0.7179472458180906;0.0;0.6637;626
0.006022346368715084;0.4954315795909052;0.364;0.743;0.7214629547640095;0.0;0.6688;600
0.006022346368715084;0.4908625381111633;0.38;0.7411;0.7160910658619112;0.0;0.6721;594
0.006022346368715084;0.49805062400814276;0.3728;0.7442;0.7147634212150143;0.0;0.6531;663
0.006022346368715084;0.4949220569596671;0.3804;0.7433;0.7706063407462029;0.0;0.7881;762
0.006022346368715084;0.4966696733658502;0.3684;0.7439;0.7258824918202996;0.0;0.6827;681
0.006022346368715084;0.49710776839079335;0.3676;0.7439;0.7155344041171293;0.0;0.6805;618
0.006022346368715084;0.4913863470017537;0.3812;0.7416;0.7187405845584129;0.0;0.672;629


0.011044692737430167;0.49899585872228525;0.3664;0.7409;0.8345258637374307;0.0;0.883;1021
0.011044692737430167;0.48662206447751033;0.3836;0.7354;0.7264939515564718;0.0;0.7025;675
0.011044692737430167;0.505972040361469;0.356;0.7455;0.7435482361953749;0.0;0.7358;685
0.011044692737430167;0.4956053868475633;0.3736;0.7395;0.7525673071935376;0.0;0.7655;695
0.011044692737430167;0.49663395692579654;0.3728;0.7397;0.7254634795677187;0.0;0.7084;659
0.011044692737430167;0.48721015910066845;0.382;0.7357;0.7649891831914963;0.0;0.7616;851
