vacant;similarity ratio inicial;mean dissatisfaction inicial;mean interratial pears inicial A;mean interratial pears inicial B;mean interratial pears inicial        ;similarity ratio final;mean dissatisfaction final;mean interratial pears final A;mean interratial pears final B;mean interratial pears final;number of iterations
0.01;0.5028058361391695;0.6419753086419753;0.4973049645390071;0.4958981612446959;0.993203125783703;0.510662177328844;0.621773288439955;0.4893253629376601;0.4868309260832625;0.9761562890209226;10
0.01;0.4769921436588103;0.6891133557800224;0.5224049914917753;0.521813031161473;1.0442180226532485;0.4826038159371493;0.6689113355780022;0.5217889908256881;0.5123873873873874;1.0341763782130755;12
0.01;0.5117845117845118;0.6105499438832772;0.48764555523998865;0.4857142857142857;0.9733598409542743;0.5129068462401796;0.6049382716049383;0.48857142857142855;0.4819616685456595;0.970533097117088;8
0.01;0.4983164983164983;0.6565656565656566;0.5026996305768684;0.4998587171517378;1.0025583477286062;0.4994388327721661;0.6408529741863075;0.5060728744939271;0.4921259842519685;0.9981988587458956;8
0.01;0.500561167227834;0.6610549943883277;0.499858075503832;0.4984432493631475;0.9983013248669794;0.5039281705948373;0.654320987654321;0.4977116704805492;0.4909706546275395;0.9886823251080887;10
0.01;0.4994388327721661;0.6554433221099888;0.5001416831963729;0.5004252906152538;1.0005669738116265;0.500561167227834;0.6408529741863075;0.4968517458500286;0.49628359062321326;0.9931353364732418;7
0.01;0.49607182940516276;0.6430976430976431;0.5041181482533371;0.5018377155781736;1.0059558638315107;0.4983164983164983;0.6296296296296297;0.5090961593993647;0.4914970727627544;1.0005932321621192;11
0.01;0.5028058361391695;0.6419753086419753;0.4970263381478335;0.4970263381478335;0.994052676295667;0.5173961840628507;0.6083052749719416;0.48114285714285715;0.479225953329539;0.9603688104723962;14
0.01;0.5241301907968574;0.5937149270482603;0.47613636363636364;0.47398190045248867;0.9501182640888524;0.5263748597081931;0.5723905723905723;0.4767209368751785;0.4692156311498454;0.9459365680250239;10
0.01;0.48597081930415265;0.6857463524130191;0.5150482680295286;0.5130090497737556;1.0280573178032841;0.48709315375982043;0.6745230078563412;0.5194202898550725;0.5030881527231892;1.0225084425782618;9
0.01;0.49270482603815935;0.6958473625140292;0.5079455164585698;0.5067950169875425;1.0147405334461124;0.4994388327721661;0.6621773288439955;0.4991482112436116;0.4991482112436116;0.9982964224872232;14
0.01;0.500561167227834;0.6430976430976431;0.499858075503832;0.4984432493631475;0.9983013248669794;0.500561167227834;0.6296296296296297;0.5047674082635076;0.4900420757363254;0.994809483999833;10
0.01;0.49158249158249157;0.6464646464646465;0.5083735452739143;0.5069346164732522;1.0153081617471664;0.49719416386083054;0.622895622895623;0.5088431429399826;0.4925624473758069;1.0014055903157895;14
0.01;0.4882154882154882;0.6790123456790124;0.5120704345356433;0.5100424328147101;1.0221128673503532;0.49270482603815935;0.6621773288439955;0.5059490084985836;0.5059490084985836;1.0118980169971672;9
0.01;0.49158249158249157;0.6565656565656566;0.5080851063829788;0.5072217502124045;1.0153068565953833;0.500561167227834;0.622895622895623;0.4994305239179954;0.49660249150622876;0.9960330154242242;14
0.01;0.4904601571268238;0.6734006734006734;0.511085844229676;0.5081967213114754;1.0192825655411513;0.494949494949495;0.6442199775533108;0.5031232254400908;0.5028376844494892;1.00596090988958;16
0.01;0.5117845117845118;0.611672278338945;0.4878048780487805;0.48725212464589235;0.9750570026946728;0.5162738496071829;0.5824915824915825;0.4805491990846682;0.48;0.9605491990846682;8
0.01;0.5072951739618407;0.6374859708193041;0.49095022624434387;0.49290176036342986;0.9838519866077737;0.5162738496071829;0.6060606060606061;0.4804229779937125;0.4804229779937125;0.960845955987425;12
0.01;0.49270482603815935;0.6644219977553311;0.5062358276643991;0.5062358276643991;1.0124716553287982;0.49270482603815935;0.6588103254769921;0.5046861687020733;0.5064120832145911;1.0110982519166645;5
0.01;0.5061728395061729;0.6307519640852974;0.49418109565711044;0.49278233795641097;0.9869634336135213;0.5140291806958474;0.6004489337822672;0.48539007092198583;0.48429097084630623;0.9696810417682921;14
0.01;0.48484848484848486;0.6857463524130191;0.5151686986107173;0.5148767356191556;1.0300454342298728;0.489337822671156;0.6576879910213244;0.5128351397604107;0.5064788732394366;1.0193140129998475;15
