vacant;similarity ratio inicial;mean dissatisfaction inicial;mean interratial pears inicial;similarity ratio final;mean dissatisfaction final;mean interratial pears final;number of iterations
0.006022346368715084;0.4488696836300088;0.38;0.6513;0.7896539620321444;0.0;0.8255;1040
0.006022346368715084;0.45248682010815156;0.366;0.6525;0.7752611252736934;0.0;0.8154;996
0.006022346368715084;0.45520681741061364;0.3672;0.6536;0.7914311031942458;0.0;0.8141;983
0.006022346368715084;0.44850540114981174;0.3756;0.6522;0.7790830275243883;0.0;0.8109;992
0.006022346368715084;0.4506863486583846;0.3732;0.653;0.7991001384132823;0.0;0.8236;1023
0.006022346368715084;0.44912158865383534;0.3788;0.6512;0.7872301579514618;0.0;0.82;1042
0.006022346368715084;0.45000492062308506;0.3784;0.6508;0.7819249305172139;0.0;0.8163;1004
0.006022346368715084;0.4553625337884365;0.3688;0.6553;0.779056360147562;0.0;0.8121;996
0.006022346368715084;0.4433420734528654;0.3908;0.6501;0.7783896956951688;0.0;0.8147;980
0.006022346368715084;0.45326967910898175;0.3624;0.6542;0.7936144344273778;0.0;0.8234;970
0.006022346368715084;0.4552449135557903;0.3564;0.6537;0.7780616019627284;0.0;0.8112;955
0.006022346368715084;0.44471254722869735;0.3844;0.6506;0.789370630897017;0.0;0.8216;1053
0.006022346368715084;0.4504530146206878;0.3712;0.6522;0.7904020619924186;0.0;0.8221;1003
0.006022346368715084;0.4580201469454598;0.3564;0.6549;0.7910472936300075;0.0;0.8204;1004
0.006022346368715084;0.4484701609623051;0.3804;0.6512;0.7802515957492123;0.0;0.8093;997
0.006022346368715084;0.443591120160697;0.3768;0.6488;0.7847135009750311;0.0;0.816;1071
0.006022346368715084;0.4468430209563523;0.3832;0.6497;0.7774625543689873;0.0;0.81;1019
0.006022346368715084;0.46120585681111187;0.3464;0.6591;0.7983930024403222;0.0;0.8274;991
0.006022346368715084;0.4494411118553506;0.3768;0.6517;0.7939815809326732;0.0;0.8238;1015
0.006022346368715084;0.44436112001017736;0.3884;0.65;0.7811849233020102;0.0;0.8177;1008
0.006022346368715084;0.45858586162650206;0.3644;0.6561;0.7672092323712771;0.0;0.81;973
0.006022346368715084;0.45351301277012834;0.3732;0.6525;0.785349683041466;0.0;0.8199;956
0.006022346368715084;0.4474725440797314;0.3896;0.6518;0.7855744482740068;0.0;0.8192;1016
0.006022346368715084;0.4429715980583842;0.3796;0.6498;0.782398736554441;0.0;0.8174;1036
0.006022346368715084;0.4470515905440323;0.3804;0.652;0.7774458876342646;0.0;0.8179;1004
0.006022346368715084;0.4539801528794172;0.3584;0.6533;0.7778644531783495;0.0;0.8136;994
0.006022346368715084;0.4504115867081624;0.3724;0.6524;0.7949891934006187;0.0;0.8183;1022
0.006022346368715084;0.44651016329103316;0.3848;0.6509;0.7788111219092145;0.0;0.8136;1004
0.006022346368715084;0.4518458701215686;0.3736;0.6529;0.7821073104194891;0.0;0.8169;989
0.006022346368715084;0.4458725453031446;0.3824;0.6512;0.7830482580164057;0.0;0.8189;1019
0.006022346368715084;0.4513487279300272;0.3712;0.6539;0.7866887342686804;0.0;0.8201;1081
0.006022346368715084;0.45044872806256836;0.3804;0.651;0.7870620588819738;0.0;0.8115;976
0.006022346368715084;0.4401811247078718;0.4064;0.648;0.7772054081157059;0.0;0.8175;1014
0.006022346368715084;0.4535168213042931;0.3544;0.6539;0.7891306296131428;0.0;0.8182;1007
0.006022346368715084;0.44137921871083036;0.3956;0.6509;0.7921130081193759;0.0;0.8236;1043
0.006022346368715084;0.4480911137345105;0.3792;0.6506;0.7950153846038813;0.0;0.8254;1047
0.006022346368715084;0.4517368224218364;0.3648;0.6527;0.7865811101539585;0.0;0.8121;1002
0.006022346368715084;0.44536873433367236;0.3912;0.6494;0.803329184447221;0.0;0.8241;1078
0.006022346368715084;0.44695587837357753;0.3784;0.6499;0.7783415966967919;0.0;0.812;982
0.006022346368715084;0.44887968500980935;0.384;0.6507;0.798670142062755;0.0;0.827;996
0.006022346368715084;0.44809682958436;0.3796;0.6518;0.7896068211126172;0.0;0.8197;998
0.006022346368715084;0.45816871989400054;0.3656;0.6557;0.7846487333887737;0.0;0.8159;967
0.006022346368715084;0.45102206168931225;0.3656;0.6512;0.7769139835343237;0.0;0.8085;934
0.006022346368715084;0.4492239707363416;0.364;0.6512;0.7887058703464406;0.0;0.8175;1020
0.006022346368715084;0.4495663496392565;0.3648;0.6512;0.7693358988679353;0.0;0.8106;976
0.006022346368715084;0.44850778070137537;0.3732;0.6518;0.7959634763491151;0.0;0.819;1039
0.006022346368715084;0.4417558862699945;0.388;0.6477;0.78410920768918;0.0;0.8159;1023
0.006022346368715084;0.4592334805918059;0.362;0.657;0.7883720610113669;0.0;0.8182;1003
0.006022346368715084;0.44452397791450604;0.3916;0.6496;0.7994477591111276;0.0;0.8287;1043
0.006022346368715084;0.45379253559172666;0.3652;0.6534;0.7968363386431412;0.0;0.8219;1023
0.006022346368715084;0.44928111353963196;0.3808;0.6505;0.7794835001598626;0.0;0.8173;1044
0.006022346368715084;0.4424396953032827;0.3976;0.649;0.7931896732717963;0.0;0.8218;1046
0.006022346368715084;0.45530348586667807;0.3632;0.6564;0.7951330092460182;0.0;0.8266;961
0.006022346368715084;0.4460701656646754;0.38;0.6497;0.7852477781178405;0.0;0.817;1042
0.006022346368715084;0.4489992082704484;0.3748;0.6526;0.790580153055242;0.0;0.8161;1012
0.006022346368715084;0.4449506425353842;0.3812;0.6487;0.7857134925449151;0.0;0.8155;964
0.006022346368715084;0.44538302236285837;0.3852;0.6518;0.783774923463465;0.0;0.8183;1038
0.006022346368715084;0.46129823921897734;0.3516;0.6583;0.7801382629758781;0.0;0.814;942
0.006022346368715084;0.4572949100675051;0.3636;0.6569;0.763814004645395;0.0;0.8041;945
0.006022346368715084;0.4544682468347185;0.3676;0.6539;0.7895025370148092;0.0;0.8144;996
0.006022346368715084;0.4424492183186444;0.392;0.6502;0.7814282600202866;0.0;0.8149;1000
0.006022346368715084;0.4513734910717101;0.3684;0.6544;0.8018520436843235;0.0;0.8221;1022
0.006022346368715084;0.452138250865547;0.3664;0.6531;0.8024177562213275;0.0;0.829;1030
0.006022346368715084;0.4543511034811976;0.3784;0.654;0.7899563441586958;0.0;0.8191;1033
0.006022346368715084;0.44841778048197245;0.3872;0.6518;0.7944501426055481;0.0;0.8223;1024
0.006022346368715084;0.4550106292856408;0.3676;0.6547;0.7763187428545228;0.0;0.8151;935
0.006022346368715084;0.4465749242182017;0.3836;0.6511;0.779828262449646;0.0;0.8181;981
0.006022346368715084;0.45345634253367545;0.3676;0.654;0.778326839251555;0.0;0.8148;1012
0.006022346368715084;0.4565130074114082;0.3628;0.6574;0.7829044464447862;0.0;0.8152;971
0.006022346368715084;0.4345739918698427;0.3984;0.6469;0.7926344375230839;0.0;0.821;1053
0.006022346368715084;0.45756300445447423;0.354;0.6546;0.7962058610230385;0.0;0.8205;1039
0.006022346368715084;0.45779919457443885;0.3528;0.6581;0.7739944664823847;0.0;0.8137;959
0.006022346368715084;0.44635254577171124;0.3884;0.6512;0.7911425362887741;0.0;0.8214;1082
0.006022346368715084;0.449584445753007;0.378;0.6518;0.7860911139456505;0.0;0.8242;1017
0.006022346368715084;0.44925635118841967;0.3768;0.6538;0.7805830226914634;0.0;0.8202;986
0.006022346368715084;0.4465554026198513;0.3904;0.6488;0.7791258840556191;0.0;0.8097;1031
0.006022346368715084;0.4480011141115359;0.388;0.6513;0.7850206324214305;0.0;0.8189;1023
0.006022346368715084;0.44517873740155955;0.378;0.6514;0.7992149052382455;0.0;0.8262;1058
0.006022346368715084;0.4513049196298277;0.3684;0.6536;0.7891906302526588;0.0;0.8198;1035
0.006022346368715084;0.45052301613881984;0.3752;0.6518;0.784869206039418;0.0;0.8209;1030
0.006022346368715084;0.45355729788952615;0.3812;0.6539;0.7785496942970007;0.0;0.819;951


0.011044692737430167;0.4528530141095738;0.3572;0.6544;0.7973629984303112;0.0;0.8167;1015
0.011044692737430167;0.44511445364835056;0.3816;0.6515;0.7832049273056277;0.0;0.8167;1033
0.011044692737430167;0.44630825897533705;0.378;0.6518;0.7798758848823987;0.0;0.8123;988
0.011044692737430167;0.44931349468773735;0.3808;0.6518;0.7770282667305917;0.0;0.8113;968
0.011044692737430167;0.45590824583130724;0.3724;0.6558;0.8014234719025222;0.0;0.8236;1015
0.011044692737430167;0.4457773053725359;0.3832;0.6514;0.7914487254026761;0.0;0.8212;1064
0.011044692737430167;0.4453501676685579;0.3792;0.6508;0.7897168199650456;0.0;0.8237;963
0.011044692737430167;0.4532825348329575;0.3688;0.6531;0.7847963491489369;0.0;0.8142;1032
0.011044692737430167;0.4480811154888317;0.376;0.6514;0.7913353882468133;0.0;0.824;969
0.011044692737430167;0.4566715789215053;0.3552;0.6541;0.7815320657469227;0.0;0.8157;964
0.011044692737430167;0.44878396984253666;0.368;0.6505;0.779253504194253;0.0;0.8156;956
0.011044692737430167;0.45817919750490493;0.358;0.6566;0.7695444675266546;0.0;0.8117;964
0.011044692737430167;0.4601906214720806;0.3568;0.6577;0.7953044304844942;0.0;0.8225;999
0.011044692737430167;0.45194063158694736;0.3668;0.6537;0.7849287367057421;0.0;0.8137;951
0.011044692737430167;0.45423777169754104;0.3724;0.6546;0.7654992389283609;0.0;0.8062;925
0.011044692737430167;0.4515082535328841;0.3708;0.6526;0.7876230163658243;0.0;0.8175;993
0.011044692737430167;0.45106492187926317;0.372;0.6536;0.8009606214882372;0.0;0.8245;1040
0.011044692737430167;0.446603497203567;0.3804;0.6521;0.7955877680445937;0.0;0.8284;1024
0.011044692737430167;0.4596387161454798;0.3668;0.6572;0.7856468293282345;0.0;0.817;994
0.011044692737430167;0.455264434502551;0.3608;0.6568;0.8119001221914793;0.0;0.831;1066
0.011044692737430167;0.4441873135348571;0.4016;0.65;0.7869406347548343;0.0;0.8159;998
0.011044692737430167;0.44105540911706903;0.3928;0.6488;0.7765215993979003;0.0;0.8163;1024
0.011044692737430167;0.4560691964747151;0.36;0.6554;0.7703844674343533;0.0;0.8162;976
0.011044692737430167;0.4531939622175896;0.3696;0.6535;0.7885406342202931;0.0;0.821;1043
0.011044692737430167;0.4463015942926331;0.3848;0.6503;0.7805253999054986;0.0;0.8133;1011
0.011044692737430167;0.4546411013394954;0.3616;0.6553;0.7905239617558365;0.0;0.8222;991
0.011044692737430167;0.4566072917127508;0.356;0.6562;0.7923106266432139;0.0;0.8272;1025
0.011044692737430167;0.4468596889636872;0.3708;0.6526;0.7956087216314793;0.0;0.8236;1057
0.011044692737430167;0.45137682409659385;0.374;0.6523;0.7921615763695261;0.0;0.8114;1016
0.011044692737430167;0.4598534798045828;0.3592;0.6573;0.7750082672622653;0.0;0.8148;973
0.011044692737430167;0.45355920411354617;0.3648;0.6525;0.7822944494094238;0.0;0.8139;939
0.011044692737430167;0.45214824935408626;0.3648;0.6533;0.7809944546145611;0.0;0.8154;1017
0.011044692737430167;0.4457820692359658;0.3824;0.6512;0.7811182613920692;0.0;0.8163;1016
0.011044692737430167;0.4485149246084289;0.3724;0.6529;0.7836311153628697;0.0;0.8173;978
0.011044692737430167;0.45509539018233247;0.3628;0.6539;0.7847396865390298;0.0;0.8173;1023
0.011044692737430167;0.44551921263798194;0.3892;0.652;0.794918241595272;0.0;0.8233;1053
0.011044692737430167;0.451138251248089;0.3756;0.6534;0.7787868340978451;0.0;0.8205;963
0.011044692737430167;0.4460725463452009;0.3868;0.6504;0.7871953948645071;0.0;0.8191;1054
0.011044692737430167;0.44478588466058616;0.3988;0.6499;0.8060129925170079;0.0;0.8204;1049
0.011044692737430167;0.45060777844661654;0.37;0.6529;0.7813615989063717;0.0;0.8122;1037
0.011044692737430167;0.44664064275280035;0.3892;0.6501;0.7864149213640167;0.0;0.8144;1029
0.011044692737430167;0.4598291931932064;0.3528;0.6556;0.7975239530173533;0.0;0.8171;1011
0.011044692737430167;0.4500334939953489;0.3748;0.6524;0.7854158761690795;0.0;0.8187;963
0.011044692737430167;0.4464625472610328;0.3772;0.6503;0.7828468303405404;0.0;0.8196;1023
0.011044692737430167;0.45318063104821693;0.37;0.6544;0.7868268269809294;0.0;0.814;968
0.011044692737430167;0.4540430114186657;0.3612;0.6552;0.7817158759444996;0.0;0.8182;930
0.011044692737430167;0.45120206289994147;0.3792;0.6535;0.7835163534351128;0.0;0.8147;1052
0.011044692737430167;0.45196158365519296;0.3696;0.6536;0.7936306270389195;0.0;0.8247;1010
0.011044692737430167;0.44511635692912604;0.3852;0.6511;0.794712529400174;0.0;0.8219;1060
0.011044692737430167;0.45375491765224435;0.368;0.6543;0.7895692027921943;0.0;0.8214;989
0.011044692737430167;0.4471163525624672;0.3872;0.6517;0.7933482451981692;0.0;0.8206;1064
0.011044692737430167;0.45042396691651027;0.3676;0.6529;0.7787958854181961;0.0;0.815;1019
0.011044692737430167;0.4577115780280131;0.3612;0.6579;0.7991115726490707;0.0;0.8177;976
0.011044692737430167;0.45169729996389124;0.3624;0.654;0.7838177825899304;0.0;0.824;984
0.011044692737430167;0.45765538712582354;0.358;0.6558;0.7807596935323535;0.0;0.8186;971
0.011044692737430167;0.4449630234282527;0.3756;0.65;0.7827463540876107;0.0;0.8215;1033
0.011044692737430167;0.4477839712095985;0.3824;0.6502;0.7958339548792885;0.0;0.8285;1081
0.011044692737430167;0.4482949207591586;0.38;0.653;0.7924958711840755;0.0;0.821;1003
0.011044692737430167;0.44591540496413135;0.3776;0.6532;0.792011103785822;0.0;0.8189;1027
0.011044692737430167;0.4483663518166337;0.3744;0.6518;0.7788901703108044;0.0;0.8129;1028
0.011044692737430167;0.4524392023678401;0.3792;0.6526;0.7700882748990743;0.0;0.8153;993
0.011044692737430167;0.4463573069347545;0.3756;0.6497;0.8013577584183033;0.0;0.8203;1100
0.011044692737430167;0.45499491175678997;0.3628;0.6545;0.7811901676798618;0.0;0.8159;944
0.011044692737430167;0.4539839622227086;0.3736;0.6525;0.7833487333026711;0.0;0.8108;951
0.011044692737430167;0.44409493123334104;0.3876;0.6507;0.7841630181314665;0.0;0.8144;1042
0.011044692737430167;0.45406110805939714;0.3576;0.6527;0.7803654047441214;0.0;0.8112;1006
0.011044692737430167;0.4458663573666217;0.3868;0.6518;0.7826911167531856;0.0;0.8149;1010
0.011044692737430167;0.4414973155106896;0.39;0.6483;0.8024548981368373;0.0;0.8224;1095
0.011044692737430167;0.45055206359815564;0.3776;0.6517;0.7946677676163411;0.0;0.8207;1011
0.011044692737430167;0.447020164633527;0.3776;0.6528;0.7876901579179704;0.0;0.8177;1032
0.011044692737430167;0.44272969296951586;0.3756;0.6493;0.7786144524983906;0.0;0.8132;965
0.011044692737430167;0.44464730928153495;0.3856;0.651;0.7826849242714433;0.0;0.8165;1029
0.011044692737430167;0.44968682625774065;0.3724;0.6516;0.7849077806827593;0.0;0.8221;1010
0.011044692737430167;0.4542796778379888;0.3688;0.6547;0.7783106479634132;0.0;0.8113;1028
0.011044692737430167;0.45348396327469054;0.3712;0.6525;0.7945120523016119;0.0;0.8278;1047
0.011044692737430167;0.4567406243393417;0.3604;0.6545;0.7914772970257471;0.0;0.8124;974
0.011044692737430167;0.4452782621117189;0.3832;0.6506;0.7740430334726242;0.0;0.8109;972
0.011044692737430167;0.4495001589175856;0.3732;0.6537;0.7820006406923612;0.0;0.8143;1006
0.011044692737430167;0.44323588473261344;0.3748;0.6499;0.7823439729340641;0.0;0.8205;1006
0.011044692737430167;0.4407316016550447;0.3928;0.6468;0.7758139814898937;0.0;0.8121;1037
0.011044692737430167;0.4533639645567504;0.3672;0.6534;0.777762555323734;0.0;0.8121;1010
0.011044692737430167;0.44745587739858167;0.3784;0.6514;0.7889815806207922;0.0;0.8212;1042
0.011044692737430167;0.45599824630825153;0.3664;0.6565;0.7830034997047758;0.0;0.8157;980
0.011044692737430167;0.45291444112416485;0.3732;0.652;0.784153972165457;0.0;0.8172;1008
0.011044692737430167;0.4456311190918021;0.3844;0.6504;0.7676663769705879;0.0;0.8058;951
0.011044692737430167;0.4434549309264362;0.3896;0.6492;0.784541114378791;0.0;0.8175;1007
0.011044692737430167;0.4569153871601955;0.3672;0.6558;0.7813939770136122;0.0;0.815;969
0.011044692737430167;0.44942920749160215;0.37;0.6518;0.763815903289686;0.0;0.8037;918
0.011044692737430167;0.45203730034619;0.3756;0.6526;0.7947106200364904;0.0;0.8163;983
0.011044692737430167;0.4592291917761545;0.3656;0.6573;0.7856077797902921;0.0;0.8168;972
0.011044692737430167;0.448954921636774;0.3688;0.6515;0.7743716052528424;0.0;0.8116;977
0.011044692737430167;0.45478872380320684;0.368;0.6548;0.7915644340339406;0.0;0.8222;1026
0.011044692737430167;0.4414668402909678;0.3892;0.6471;0.7740187421763584;0.0;0.8089;970
0.011044692737430167;0.4490415885277245;0.3692;0.6514;0.7896663433432691;0.0;0.8246;1033
0.011044692737430167;0.44291302641931923;0.3776;0.6485;0.8011758529733255;0.0;0.8256;1103
